orderNum;_id;date;clientId;percent
63;67f5f3bcee9adafd04527d68;2024-04-15T00:00:00.000Z;67f56eca575fff8fe23c7a59;15
64;67f5f3bcee9adafd04527d69;2024-04-16T00:00:00.000Z;67f56eca575fff8fe23c7a63;15
65;67f5f3bcee9adafd04527d6a;2024-04-18T00:00:00.000Z;67f56eca575fff8fe23c7a2f;15
66;67f5f3bcee9adafd04527d6b;2024-04-18T00:00:00.000Z;67f56eca575fff8fe23c7a15;15
67;67f5f3bcee9adafd04527d6c;2024-04-19T00:00:00.000Z;67f56eca575fff8fe23c7a65;15
68;67f5f3bcee9adafd04527d6d;2024-04-19T00:00:00.000Z;67f56eca575fff8fe23c7a0e;15
69;67f5f3bcee9adafd04527d6e;2024-04-20T00:00:00.000Z;67f56eca575fff8fe23c7a59;15
70;67f5f3bcee9adafd04527d6f;2024-05-31T00:00:00.000Z;67f56eca575fff8fe23c7a15;15
71;67f5f3bcee9adafd04527d70;2024-04-23T00:00:00.000Z;67f56eca575fff8fe23c7a52;15
72;67f5f3bcee9adafd04527d71;2024-04-25T00:00:00.000Z;67f56eca575fff8fe23c7a53;15
73;67f5f3bcee9adafd04527d72;2024-04-26T00:00:00.000Z;67f56eca575fff8fe23c7a57;10
74;67f5f3bcee9adafd04527d73;2024-04-26T00:00:00.000Z;67f56eca575fff8fe23c7a60;15
75;67f5f3bcee9adafd04527d74;2024-04-23T00:00:00.000Z;67f56eca575fff8fe23c7a63;15
76;67f5f3bcee9adafd04527d75;2024-04-26T00:00:00.000Z;67f56eca575fff8fe23c7a59;15
77;67f5f3bcee9adafd04527d76;2024-04-27T00:00:00.000Z;67f56eca575fff8fe23c7a67;15
78;67f5f3bcee9adafd04527d77;2024-04-27T00:00:00.000Z;67f56eca575fff8fe23c7a68;15
79;67f5f3bcee9adafd04527d78;2024-04-28T00:00:00.000Z;67f56eca575fff8fe23c7a1b;15
80;67f5f3bcee9adafd04527d79;2024-04-30T00:00:00.000Z;67f56eca575fff8fe23c7a2f;15
81;67f5f3bcee9adafd04527d7a;2024-05-03T00:00:00.000Z;67f56eca575fff8fe23c7a26;15
82;67f5f3bcee9adafd04527d7b;2024-05-03T00:00:00.000Z;67f56eca575fff8fe23c7a59;15
83;67f5f3bcee9adafd04527d7c;2024-05-03T00:00:00.000Z;67f56eca575fff8fe23c7a50;10
84;67f5f3bcee9adafd04527d7d;2024-05-04T00:00:00.000Z;67f56eca575fff8fe23c7a57;10
85;67f5f3bcee9adafd04527d7e;2024-05-04T00:00:00.000Z;67f56eca575fff8fe23c7a69;15
86;67f5f3bcee9adafd04527d7f;2024-05-06T00:00:00.000Z;67f56eca575fff8fe23c7a1b;15
87;67f5f3bcee9adafd04527d80;2024-05-06T00:00:00.000Z;67f56eca575fff8fe23c7a6a;15
88;67f5f3bcee9adafd04527d81;2024-05-06T00:00:00.000Z;67f56eca575fff8fe23c7a59;10
89;67f5f3bcee9adafd04527d82;2024-05-07T00:00:00.000Z;67f56eca575fff8fe23c7a2d;10
90;67f5f3bcee9adafd04527d83;2024-05-04T00:00:00.000Z;67f56eca575fff8fe23c7a6b;10
91;67f5f3bcee9adafd04527d84;2024-05-10T00:00:00.000Z;67f56eca575fff8fe23c7a2f;15
92;67f5f3bcee9adafd04527d85;2024-05-10T00:00:00.000Z;67f56eca575fff8fe23c7a68;15
93;67f5f3bcee9adafd04527d86;2024-05-10T00:00:00.000Z;67f56eca575fff8fe23c7a2a;10
94;67f5f3bcee9adafd04527d87;2024-05-10T00:00:00.000Z;67f56eca575fff8fe23c7a57;10
95;67f5f3bcee9adafd04527d88;2024-05-11T00:00:00.000Z;67f56eca575fff8fe23c7a59;15
96;67f5f3bcee9adafd04527d89;2024-05-11T00:00:00.000Z;67f56eca575fff8fe23c7a0e;15
97;67f5f3bcee9adafd04527d8a;2024-05-13T00:00:00.000Z;67f56eca575fff8fe23c7a15;15
98;67f5f3bcee9adafd04527d8b;2024-05-13T00:00:00.000Z;67f56eca575fff8fe23c7a1b;15
99;67f5f3bcee9adafd04527d8c;2024-05-13T00:00:00.000Z;67f56eca575fff8fe23c7a0e;15
100;67f5f3bcee9adafd04527d8d;2024-05-13T00:00:00.000Z;67f56eca575fff8fe23c7a33;15
101;67f5f3bcee9adafd04527d8e;2024-05-13T00:00:00.000Z;67f56eca575fff8fe23c7a26;15
102;67f5f3bcee9adafd04527d8f;2024-05-13T00:00:00.000Z;67f56eca575fff8fe23c7a0f;15
103;67f5f3bcee9adafd04527d90;2024-05-15T00:00:00.000Z;67f56eca575fff8fe23c7a32;15
104;67f5f3bcee9adafd04527d91;2024-05-15T00:00:00.000Z;67f56eca575fff8fe23c7a2e;10
105;67f5f3bcee9adafd04527d92;2024-05-15T00:00:00.000Z;67f56eca575fff8fe23c7a15;15
106;67f5f3bcee9adafd04527d93;2024-05-17T00:00:00.000Z;67f56eca575fff8fe23c7a11;15
107;67f5f3bcee9adafd04527d94;2024-05-17T00:00:00.000Z;67f56eca575fff8fe23c7a70;15
108;67f5f3bcee9adafd04527d95;2024-05-17T00:00:00.000Z;67f56eca575fff8fe23c7a72;15
109;67f5f3bcee9adafd04527d96;2024-05-18T00:00:00.000Z;67f56eca575fff8fe23c7a59;15
110;67f5f3bcee9adafd04527d97;2024-05-18T00:00:00.000Z;67f56eca575fff8fe23c7a0e;15
111;67f5f3bcee9adafd04527d98;2024-05-20T00:00:00.000Z;67f56eca575fff8fe23c7a2d;10
112;67f5f3bcee9adafd04527d99;2024-05-20T00:00:00.000Z;67f56eca575fff8fe23c7a55;15
113;67f5f3bcee9adafd04527d9a;2024-05-20T00:00:00.000Z;67f56eca575fff8fe23c7a74;15
114;67f5f3bcee9adafd04527d9b;2024-05-22T00:00:00.000Z;67f56eca575fff8fe23c7a15;15
115;67f5f3bcee9adafd04527d9c;2024-05-31T00:00:00.000Z;67f56eca575fff8fe23c7a7a;10
116;67f5f3bcee9adafd04527d9d;2024-05-24T00:00:00.000Z;67f56eca575fff8fe23c7a77;15
117;67f5f3bcee9adafd04527d9e;2024-05-31T00:00:00.000Z;67f56eca575fff8fe23c7a2d;10
118;67f5f3bcee9adafd04527d9f;2024-06-08T00:00:00.000Z;67f56eca575fff8fe23c7a17;15
119;67f5f3bcee9adafd04527da0;2024-06-01T00:00:00.000Z;67f56eca575fff8fe23c7a59;15
120;67f5f3bcee9adafd04527da1;2024-06-03T00:00:00.000Z;67f56eca575fff8fe23c7a2f;15
121;67f5f3bcee9adafd04527da2;2024-06-03T00:00:00.000Z;67f56eca575fff8fe23c7a67;15
122;67f5f3bcee9adafd04527da3;2024-06-05T00:00:00.000Z;67f56eca575fff8fe23c7a7d;15
123;67f5f3bcee9adafd04527da4;2024-06-07T00:00:00.000Z;67f56eca575fff8fe23c7a59;15
124;67f5f3bcee9adafd04527da5;2024-06-07T00:00:00.000Z;67f56eca575fff8fe23c7a7d;15
125;67f5f3bcee9adafd04527da6;2024-06-09T00:00:00.000Z;67f56eca575fff8fe23c7a26;15
126;67f5f3bcee9adafd04527da7;2024-06-10T00:00:00.000Z;67f56eca575fff8fe23c7a80;15
127;67f5f3bcee9adafd04527da8;2024-06-11T00:00:00.000Z;67f56eca575fff8fe23c7a6a;15
128;67f5f3bcee9adafd04527da9;2024-06-11T00:00:00.000Z;67f56eca575fff8fe23c7a67;10
129;67f5f3bcee9adafd04527daa;2024-06-13T00:00:00.000Z;67f56eca575fff8fe23c7a2d;10
130;67f5f3bcee9adafd04527dab;2024-06-13T00:00:00.000Z;67f56eca575fff8fe23c7a2e;15
131;67f5f3bcee9adafd04527dac;2024-06-13T00:00:00.000Z;67f56eca575fff8fe23c7a38;15
132;67f5f3bcee9adafd04527dad;2024-06-13T00:00:00.000Z;67f56eca575fff8fe23c7a57;10
133;67f5f3bcee9adafd04527dae;2024-06-14T00:00:00.000Z;67f56eca575fff8fe23c7a2a;10
134;67f5f3bcee9adafd04527daf;2024-06-12T00:00:00.000Z;67f56eca575fff8fe23c7a50;10
135;67f5f3bcee9adafd04527db0;2024-06-14T00:00:00.000Z;67f56eca575fff8fe23c7a50;10
136;67f5f3bcee9adafd04527db1;2024-06-15T00:00:00.000Z;67f56eca575fff8fe23c7a7a;15
137;67f5f3bcee9adafd04527db2;2024-06-18T00:00:00.000Z;67f56eca575fff8fe23c7a7d;15
138;67f5f3bcee9adafd04527db3;2024-06-18T00:00:00.000Z;67f56eca575fff8fe23c7a38;15
139;67f5f3bcee9adafd04527db4;2024-06-17T00:00:00.000Z;67f56eca575fff8fe23c7a2d;10
140;67f5f3bcee9adafd04527db5;2024-06-21T00:00:00.000Z;67f56eca575fff8fe23c7a52;15
141;67f5f3bcee9adafd04527db6;2024-06-21T00:00:00.000Z;67f56eca575fff8fe23c7a57;10
142;67f5f3bcee9adafd04527db7;2024-06-22T00:00:00.000Z;67f56eca575fff8fe23c7a67;15
143;67f5f3bcee9adafd04527db8;2024-06-22T00:00:00.000Z;67f56eca575fff8fe23c7a80;15
144;67f5f3bcee9adafd04527db9;2024-06-22T00:00:00.000Z;67f56eca575fff8fe23c7a80;15
145;67f5f3bcee9adafd04527dba;2024-06-23T00:00:00.000Z;67f56eca575fff8fe23c7a7d;15
146;67f5f3bcee9adafd04527dbb;2024-06-24T00:00:00.000Z;67f56eca575fff8fe23c7a28;15
147;67f5f3bcee9adafd04527dbc;2024-06-26T00:00:00.000Z;67f56eca575fff8fe23c7a59;15
148;67f5f3bcee9adafd04527dbd;2024-06-27T00:00:00.000Z;67f56eca575fff8fe23c7a83;15
149;67f5f3bcee9adafd04527dbe;2024-06-26T00:00:00.000Z;67f56eca575fff8fe23c7a2f;15
150;67f5f3bcee9adafd04527dbf;2024-06-28T00:00:00.000Z;67f56eca575fff8fe23c7a84;15
151;67f5f3bcee9adafd04527dc0;2024-06-28T00:00:00.000Z;67f56eca575fff8fe23c7a2a;10
152;67f5f3bcee9adafd04527dc1;2024-06-29T00:00:00.000Z;67f56eca575fff8fe23c7a7d;15
153;67f5f3bcee9adafd04527dc2;2024-06-30T00:00:00.000Z;67f56eca575fff8fe23c7a54;15
154;67f5f3bcee9adafd04527dc3;2024-06-30T00:00:00.000Z;67f56eca575fff8fe23c7a2f;15
155;67f5f3bcee9adafd04527dc4;2024-06-28T00:00:00.000Z;67f56eca575fff8fe23c7a67;15
156;67f5f3bcee9adafd04527dc5;2024-06-30T00:00:00.000Z;67f56eca575fff8fe23c7a2e;15
157;67f5f3bcee9adafd04527dc6;2024-06-30T00:00:00.000Z;67f56eca575fff8fe23c7a50;10
158;67f5f3bcee9adafd04527dc7;2024-06-30T00:00:00.000Z;67f56eca575fff8fe23c7a68;15
159;67f5f3bcee9adafd04527dc8;2024-07-01T00:00:00.000Z;67f56eca575fff8fe23c7a86;10
160;67f5f3bcee9adafd04527dc9;2024-07-01T00:00:00.000Z;67f56eca575fff8fe23c7a59;15
161;67f5f3bcee9adafd04527dca;2024-07-02T00:00:00.000Z;67f56eca575fff8fe23c7a26;10
162;67f5f3bcee9adafd04527dcb;2024-07-03T00:00:00.000Z;67f56eca575fff8fe23c7a7d;15
163;67f5f3bcee9adafd04527dcc;2024-07-03T00:00:00.000Z;67f56eca575fff8fe23c7a15;15
164;67f5f3bcee9adafd04527dcd;2024-07-05T00:00:00.000Z;67f56eca575fff8fe23c7a59;15
165;67f5f3bcee9adafd04527dce;2024-07-05T00:00:00.000Z;67f56eca575fff8fe23c7a68;15
166;67f5f3bcee9adafd04527dcf;2024-07-07T00:00:00.000Z;67f56eca575fff8fe23c7a6a;10
167;67f5f3bcee9adafd04527dd0;2024-07-06T00:00:00.000Z;67f56eca575fff8fe23c7a54;15
168;67f5f3bcee9adafd04527dd1;2024-06-30T00:00:00.000Z;67f56eca575fff8fe23c7a87;15
169;67f5f3bcee9adafd04527dd2;2024-07-07T00:00:00.000Z;67f56eca575fff8fe23c7a67;15
170;67f5f3bcee9adafd04527dd3;2024-07-07T00:00:00.000Z;67f56eca575fff8fe23c7a26;15
171;67f5f3bcee9adafd04527dd4;2024-07-07T00:00:00.000Z;67f56eca575fff8fe23c7a2f;15
172;67f5f3bcee9adafd04527dd5;2024-07-08T00:00:00.000Z;67f56eca575fff8fe23c7a59;15
173;67f5f3bcee9adafd04527dd6;2024-07-12T00:00:00.000Z;67f56eca575fff8fe23c7a88;15
174;67f5f3bcee9adafd04527dd7;2024-07-12T00:00:00.000Z;67f56eca575fff8fe23c7a89;10
175;67f5f3bcee9adafd04527dd8;2024-07-12T00:00:00.000Z;67f56eca575fff8fe23c7a68;15
176;67f5f3bcee9adafd04527dd9;2024-07-14T00:00:00.000Z;67f56eca575fff8fe23c7a8c;15
177;67f5f3bcee9adafd04527dda;2024-07-17T00:00:00.000Z;67f56eca575fff8fe23c7a7d;15
178;67f5f3bcee9adafd04527ddb;2024-07-17T00:00:00.000Z;67f56eca575fff8fe23c7a7d;10
179;67f5f3bcee9adafd04527ddc;2024-07-17T00:00:00.000Z;67f56eca575fff8fe23c7a67;10
180;67f5f3bcee9adafd04527ddd;2024-07-18T00:00:00.000Z;67f56eca575fff8fe23c7a8e;15
181;67f5f3bcee9adafd04527dde;2024-07-18T00:00:00.000Z;67f56eca575fff8fe23c7a7d;15
182;67f5f3bcee9adafd04527ddf;2024-07-18T00:00:00.000Z;67f56eca575fff8fe23c7a6a;15
183;67f5f3bcee9adafd04527de0;2024-07-19T00:00:00.000Z;67f56eca575fff8fe23c7a84;10
184;67f5f3bcee9adafd04527de1;2024-07-19T00:00:00.000Z;67f56eca575fff8fe23c7a59;15
185;67f5f3bcee9adafd04527de2;2024-07-21T00:00:00.000Z;67f56eca575fff8fe23c7a0e;10
186;67f5f3bcee9adafd04527de3;2024-07-24T00:00:00.000Z;67f56eca575fff8fe23c7a17;15
187;67f5f3bcee9adafd04527de4;2024-07-24T00:00:00.000Z;67f56eca575fff8fe23c7a91;15
188;67f5f3bcee9adafd04527de5;2024-07-24T00:00:00.000Z;67f56eca575fff8fe23c7a92;10
189;67f5f3bcee9adafd04527de6;2024-07-25T00:00:00.000Z;67f56eca575fff8fe23c7a59;10
190;67f5f3bcee9adafd04527de7;2024-07-27T00:00:00.000Z;67f56eca575fff8fe23c7a2f;15
191;67f5f3bcee9adafd04527de8;2024-08-19T00:00:00.000Z;67f56eca575fff8fe23c7a2d;10
192;67f5f3bcee9adafd04527de9;2024-07-29T00:00:00.000Z;67f56eca575fff8fe23c7a68;15
193;67f5f3bcee9adafd04527dea;2024-07-29T00:00:00.000Z;67f56eca575fff8fe23c7a28;15
194;67f5f3bcee9adafd04527deb;2024-08-02T00:00:00.000Z;67f56eca575fff8fe23c7a84;15
195;67f5f3bcee9adafd04527dec;2024-08-02T00:00:00.000Z;67f56eca575fff8fe23c7a2a;10
196;67f5f3bcee9adafd04527ded;2024-08-04T00:00:00.000Z;67f56eca575fff8fe23c7a96;15
197;67f5f3bcee9adafd04527dee;2024-08-28T00:00:00.000Z;67f56eca575fff8fe23c7a50;10
198;67f5f3bcee9adafd04527def;2024-08-06T00:00:00.000Z;67f56eca575fff8fe23c7a97;15
199;67f5f3bcee9adafd04527df0;2024-08-07T00:00:00.000Z;67f56eca575fff8fe23c7a15;15
200;67f5f3bcee9adafd04527df1;2024-08-07T00:00:00.000Z;67f56eca575fff8fe23c7a2f;15
201;67f5f3bcee9adafd04527df2;2024-08-08T00:00:00.000Z;67f56eca575fff8fe23c7a92;10
202;67f5f3bcee9adafd04527df3;2024-08-08T00:00:00.000Z;67f56eca575fff8fe23c7a98;15
203;67f5f3bcee9adafd04527df4;2024-08-09T00:00:00.000Z;67f56eca575fff8fe23c7a99;15
204;67f5f3bcee9adafd04527df5;2024-08-10T00:00:00.000Z;67f56eca575fff8fe23c7a2d;10
205;67f5f3bcee9adafd04527df6;2024-08-10T00:00:00.000Z;67f56eca575fff8fe23c7a68;15
206;67f5f3bcee9adafd04527df7;2024-08-10T00:00:00.000Z;67f56eca575fff8fe23c7a2e;10
207;67f5f3bcee9adafd04527df8;2024-08-12T00:00:00.000Z;67f56eca575fff8fe23c7a50;10
208;67f5f3bcee9adafd04527df9;2024-08-13T00:00:00.000Z;67f56eca575fff8fe23c7a99;15
209;67f5f3bcee9adafd04527dfa;2024-08-13T00:00:00.000Z;67f56eca575fff8fe23c7a84;10
210;67f5f3bcee9adafd04527dfb;2024-08-16T00:00:00.000Z;67f56eca575fff8fe23c7a80;10
211;67f5f3bcee9adafd04527dfc;2024-08-16T00:00:00.000Z;67f56eca575fff8fe23c7a68;15
212;67f5f3bcee9adafd04527dfd;2024-08-16T00:00:00.000Z;67f56eca575fff8fe23c7a52;15
213;67f5f3bcee9adafd04527dfe;2024-08-16T00:00:00.000Z;67f56eca575fff8fe23c7a9e;10
214;67f5f3bcee9adafd04527dff;2024-08-16T00:00:00.000Z;67f56eca575fff8fe23c7a98;15
215;67f5f3bcee9adafd04527e00;2024-08-16T00:00:00.000Z;67f56eca575fff8fe23c7a59;15
216;67f5f3bcee9adafd04527e01;2024-08-17T00:00:00.000Z;67f56eca575fff8fe23c7a67;15
217;67f5f3bcee9adafd04527e02;2024-08-19T00:00:00.000Z;67f56eca575fff8fe23c7a7d;15
218;67f5f3bcee9adafd04527e03;2024-09-24T00:00:00.000Z;67f56eca575fff8fe23c7a28;15
219;67f5f3bcee9adafd04527e04;2024-08-20T00:00:00.000Z;67f56eca575fff8fe23c7a17;15
220;67f5f3bcee9adafd04527e05;2024-08-23T00:00:00.000Z;67f56eca575fff8fe23c7aa1;15
221;67f5f3bcee9adafd04527e06;2024-08-23T00:00:00.000Z;67f56eca575fff8fe23c7a99;15
222;67f5f3bcee9adafd04527e07;2024-08-23T00:00:00.000Z;67f56eca575fff8fe23c7a68;15
223;67f5f3bcee9adafd04527e08;2024-08-24T00:00:00.000Z;67f56eca575fff8fe23c7a59;15
224;67f5f3bcee9adafd04527e09;2024-08-24T00:00:00.000Z;67f56eca575fff8fe23c7a91;15
225;67f5f3bcee9adafd04527e0a;2024-08-25T00:00:00.000Z;67f56eca575fff8fe23c7aa4;15
226;67f5f3bcee9adafd04527e0b;2024-08-26T00:00:00.000Z;67f56eca575fff8fe23c7a7d;15
227;67f5f3bcee9adafd04527e0c;2024-08-27T00:00:00.000Z;67f56eca575fff8fe23c7a92;10
228;67f5f3bcee9adafd04527e0d;2024-08-30T00:00:00.000Z;67f56eca575fff8fe23c7a99;15
229;67f5f3bcee9adafd04527e0e;2024-08-30T00:00:00.000Z;67f56eca575fff8fe23c7a98;15
230;67f5f3bcee9adafd04527e0f;2024-09-01T00:00:00.000Z;67f56eca575fff8fe23c7a52;15
231;67f5f3bcee9adafd04527e10;2024-09-02T00:00:00.000Z;67f56eca575fff8fe23c7aa9;15
232;67f5f3bcee9adafd04527e11;2024-09-20T00:00:00.000Z;67f56eca575fff8fe23c7aa1;15
233;67f5f3bcee9adafd04527e12;2024-09-02T00:00:00.000Z;67f56eca575fff8fe23c7a15;15
234;67f5f3bcee9adafd04527e13;2024-09-03T00:00:00.000Z;67f56eca575fff8fe23c7a2d;10
235;67f5f3bcee9adafd04527e14;2024-09-04T00:00:00.000Z;67f56eca575fff8fe23c7a7d;15
236;67f5f3bcee9adafd04527e15;2024-09-05T00:00:00.000Z;67f56eca575fff8fe23c7a96;15
237;67f5f3bcee9adafd04527e16;2024-09-06T00:00:00.000Z;67f56eca575fff8fe23c7a99;15
238;67f5f3bcee9adafd04527e17;2024-09-06T00:00:00.000Z;67f56eca575fff8fe23c7aac;15
239;67f5f3bcee9adafd04527e18;2024-09-06T00:00:00.000Z;67f56eca575fff8fe23c7aa1;15
240;67f5f3bcee9adafd04527e19;2024-09-06T00:00:00.000Z;67f56eca575fff8fe23c7aad;10
241;67f5f3bcee9adafd04527e1a;2024-09-06T00:00:00.000Z;67f56eca575fff8fe23c7a59;15
242;67f5f3bcee9adafd04527e1b;2024-09-08T00:00:00.000Z;67f56eca575fff8fe23c7aa4;15
243;67f5f3bcee9adafd04527e1c;2024-09-08T00:00:00.000Z;67f56eca575fff8fe23c7a97;15
244;67f5f3bcee9adafd04527e1d;2024-09-09T00:00:00.000Z;67f56eca575fff8fe23c7a15;15
245;67f5f3bcee9adafd04527e1e;2024-09-11T00:00:00.000Z;67f56eca575fff8fe23c7a7d;15
246;67f5f3bcee9adafd04527e1f;2024-09-20T00:00:00.000Z;67f56eca575fff8fe23c7a98;15
247;67f5f3bcee9adafd04527e20;2024-09-11T00:00:00.000Z;67f56eca575fff8fe23c7ab0;15
248;67f5f3bcee9adafd04527e21;2024-09-13T00:00:00.000Z;67f56eca575fff8fe23c7a98;15
249;67f5f3bcee9adafd04527e22;2024-09-13T00:00:00.000Z;67f56eca575fff8fe23c7aa1;10
250;67f5f3bcee9adafd04527e23;2024-09-13T00:00:00.000Z;67f56eca575fff8fe23c7a59;15
