orderId;item;url;courierNumber;dateTo;quantity;discountPrice;price;deliveryPost;payment;pvzId;ord;pai;rec;ship;;
678780ff59f103dce29e041e;Бобы Соевые;https://ozon.ru/t/jZB8Nnk;;2024-03-27;1;;292;;336;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e041e;Чехол противоударный;https://ozon.ru/t/pa40o1b;;2024-03-26;1;;441;;507;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0417;Фен строительный;https://ozon.ru/t/q7ajlVZ;;2024-03-28;1;;1184;;1362;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0420;Кеды;https://ozon.ru/t/Elzewel;;2024-03-30;1;;4740;;5451;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0421;Монитор;;;2024-03-25;1;;8769;;10084;6745c7ddc775afaf7466bbd1;true;true;true;true;;
678780ff59f103dce29e0421;Туфли;;;2024-03-25;;;;;;6745c7ddc775afaf7466bbd1;true;true;true;true;;
678780ff59f103dce29e042a;Трамблер;;;2024-03-25;1;;3749;;4311;6745c7ddc775afaf7466bbe0;true;true;true;true;;
678780ff59f103dce29e0422;Котелок ВДВ;;;2024-03-25;3;;1500;;5496;6745c7ddc775afaf7466bbd8;true;true;true;true;;
678780ff59f103dce29e0422;Зубная щетка;https://www.wildberries.ru/catalog/205408071/detail.aspx?targetUrl=SN;;2024-03-30;1;;355;;408;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0422;Ершики межзубные;https://www.wildberries.ru/catalog/166771024/detail.aspx?targetUrl=SN;;2024-03-30;1;;403;;463;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0423;Книга Шах и мат;https://www.wildberries.ru/catalog/198176373/detail.aspx?size=321149429;;2024-03-29;1;;533;;613;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0423;Папка планшет А5;https://www.wildberries.ru/catalog/114745236/detail.aspx;;2024-03-28;1;;117;;135;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0423;Планшет с зажимом А4;https://www.wildberries.ru/catalog/142759385/detail.aspx;;2024-03-27;1;;205;;236;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0423;Набор маркеров 8 шт;https://ozon.ru/t/g895L1R;;2024-03-30;1;;174;;200;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0423;Магнитный держатель;https://ozon.ru/t/26KZnyq;;2024-03-29;1;;131;;151;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0423;Книга Триумфальная арка;https://www.wildberries.ru/catalog/4344843/detail.aspx?size=16177528;;2024-03-27;1;;265;;305;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0423;Книга Грозовой перевал;https://www.wildberries.ru/catalog/16072264/detail.aspx?size=46047034;;2024-03-27;1;;250;;288;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0423;Тинт для губ корейский матовый;https://www.wildberries.ru/catalog/174399672/detail.aspx?size=289164961;;2024-03-27;1;;292;;336;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0423;Картина по номерам на холсте ;https://www.wildberries.ru/catalog/165424377/detail.aspx?size=275452112;;2024-03-28;1;;719;;827;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0423;Подставка магнитная для маркеров;https://ozon.ru/t/X4gq3BD;;2024-04-01;1;;329;;378;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0425;По штрихкоду;;;2024-03-23;1;0;3414;;512;6745c7ddc775afaf7466bbcf;true;true;true;true;;
678780ff59f103dce29e0426;По штрихкоду;;;2024-03-23;1;0;10000;;1000;6745c7ddc775afaf7466bbe3;true;true;true;true;;
678780ff59f103dce29e0427;Посылка СДЭК кофемашина;;;2024-03-25;1;;0;400;600;6745c7ddc775afaf7466bbdf;true;true;true;true;;
678780ff59f103dce29e0428;Чайник электрический;https://ozon.ru/t/0qWX8qL;;2024-03-29;1;;1454;18;1672;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0429;Заказ;;;2024-03-25;1;;;;200;6745c7ddc775afaf7466bbdc;true;true;true;true;;
678780ff59f103dce29e042a;Картриджи Venus;https://ozon.ru/t/ZnYpjaZ;;2024-04-02;1;;1090;;1254;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e042a;Кабель питания;https://ozon.ru/t/M7knjMl;;2024-03-28;1;;309;;355;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e042b;По штрихкоду;;;2024-03-29;1;0;;;200;6745c7ddc775afaf7466bbcf;true;true;true;true;;
678780ff59f103dce29e042c;Клемма магнитная;https://www.ozon.ru/product/instrumenty-instrumenty-dlya-remonta-i-stroitelstva-svarka-1281921709/;;2024-03-27;1;;271;;471;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e042e;По штрихкоду;;;2024-03-29;1;0;3932;;393;6745c7ddc775afaf7466bbcf;true;true;true;true;;
678780ff59f103dce29e042f;По штрихкоду;;;2024-03-29;1;0;2951;;443;6745c7ddc775afaf7466bbcf;true;true;true;true;;
678780ff59f103dce29e0430;По штрихкоду;;;2024-03-30;1;0;;;200;6745c7ddc775afaf7466bbcf;true;true;true;true;;
678780ff59f103dce29e0431;Посылка СДЭК кофемашина;;;2024-03-30;1;;;400;600;6745c7ddc775afaf7466bbdf;true;true;true;true;;
678780ff59f103dce29e0432;Стеллаж для туалета;https://www.wildberries.ru/catalog/160292534/detail.aspx?size=266487516;;2024-04-02;1;;1275;;1466;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0432;Кислородный очиститель;https://www.wildberries.ru/catalog/104494893/detail.aspx?size=163778050;;2024-04-02;1;;406;;467;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0432;Гель для стирки;https://www.wildberries.ru/catalog/111410162/detail.aspx?size=201792114;;2024-04-01;2;;967;;2224;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0432;Чеснокодавка;https://www.wildberries.ru/catalog/201763039/detail.aspx?size=325692710;;2024-04-02;1;;250;;288;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0432;Холофайбер;https://www.wildberries.ru/catalog/190319088/detail.aspx?size=311264954;;2024-04-03;1;;424;;488;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0432;Пряжа зеленый;https://www.wildberries.ru/catalog/149004581/detail.aspx?size=250153065;;2024-04-02;1;;255;;293;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0432;Пряжа бирюзовый;https://www.wildberries.ru/catalog/154648647/detail.aspx?size=258233937;;2024-04-02;1;;255;;293;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0432;Пряжа фиолетовый;https://www.wildberries.ru/catalog/148780921/detail.aspx?size=249833073;;2024-04-02;1;;382;;439;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0432;Форма для пельменей;https://ozon.ru/t/odkW74y;;;1;;306;;352;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0432;Капучинатор для молока;https://ozon.ru/t/467a516;;;1;;1751;;2014;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0432;Пакеты для хранения;https://ozon.ru/t/5j97gyN;;;2;;214;;492;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0432;Корректор для ног;https://ozon.ru/t/bbelQ71;;;1;;225;;259;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0433;Книга Мышонок Тим;https://www.wildberries.ru/catalog/207863959/detail.aspx?size=333313649;;2024-04-03;1;;1472;74;1693;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0433;Шарф палатнин синий;https://www.wildberries.ru/catalog/186853226/detail.aspx;;2024-04-01;1;;1740;87;2001;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0433;Шарф красный;https://www.wildberries.ru/catalog/177853454/detail.aspx;;2024-04-01;1;;1804;91;2075;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0433;Свитер оверсайз;https://www.wildberries.ru/catalog/179286412/detail.aspx;;2024-04-02;1;;3128;156;3597;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0433;Сок лопуха;https://ozon.ru/t/W4ypYWo;;2024-04-02;1;;520;26;598;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0433;Журнал Шишкин лес;https://ozon.ru/t/l3kjqPJ;;2024-04-08;1;;1273;64;1464;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0433;Планшет для рисования;https://ozon.ru/t/odkjN7E;;2024-04-05;1;;227;11;261;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0433;Книга Кротик;https://ozon.ru/t/kX4jVJW;;2024-04-02;1;;849;42;976;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0433;Платок палантин;https://ozon.ru/t/kX4jN05;;2024-04-02;1;;1647;82;1894;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0433;Книга Простые чудеса;https://ozon.ru/t/RZK548e;;2024-04-02;1;;531;27;611;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0433;Книга Шел к богу человек;https://ozon.ru/t/jZkQbGw;;2024-04-06;1;;682;34;784;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0433;Мука льняная;https://ozon.ru/t/DlKnQJw;;2024-04-02;1;;274;14;315;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0433;Настойка чистотела;https://ozon.ru/t/KdMn5LL;;2024-04-04;1;;1618;81;1861;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0434;Футболка PANIN;https://ozon.ru/t/KdMLV6K;;2024-04-08;1;;1191;;1370;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0434;Футболка PANIN черная;https://ozon.ru/t/AV20P28;;2024-04-08;1;;1267;;1457;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e0434;Футболка черная принт хлопок;https://www.wildberries.ru/catalog/9735527/detail.aspx;;2024-04-01;1;;396;;455;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0433;Наклейки на окна;https://www.wildberries.ru/catalog/201486818/detail.aspx?targetUrl=SG;;2024-04-01;1;;291;15;335;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0433;Наклейки на окна двухсторонние;https://www.wildberries.ru/catalog/214203684/detail.aspx?targetUrl=SG;;2024-04-03;1;;551;28;634;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0433;Сима Ленд Наклейки;https://market.yandex.ru/cc/tdGLX47;;2024-04-09;1;;516;25;593;6745c7ddc775afaf7466bbe0;true;true;true;true;;
678780ff59f103dce29e0435;Диффузор для дома;https://www.wildberries.ru/catalog/110794179/detail.aspx;;2024-04-01;1;;290;;319;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0435;Ароматизатор для дома;https://www.wildberries.ru/catalog/218782248/detail.aspx;;2024-04-01;1;;270;;297;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0435;Искусственное растение, дерево;https://www.wildberries.ru/catalog/34129545/detail.aspx;;2024-04-01;1;;453;;498;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0435;Тапочки салатовый;https://www.wildberries.ru/catalog/167958093/detail.aspx?size=279265332;;2024-04-01;1;;662;;728;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0435;Тапочки домашние;https://www.wildberries.ru/catalog/139621156/detail.aspx;;2024-04-01;1;;829;;912;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e042d;Кеды;https://www.wildberries.ru/catalog/202339773/detail.aspx?targetUrl=SN;;2024-04-02;1;;3397;;3907;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e0423;Гидрофильное масло;https://www.wildberries.ru/catalog/210492245/detail.aspx?targetUrl=SN;;2024-04-03;1;;1106;;1272;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e042a;По штрихкоду;;;2024-04-05;1;0;1333;;200;6745c7ddc775afaf7466bbd1;true;true;true;true;;
678780ff59f103dce29e0437;По штрихкоду;;;2024-04-05;0;0;0;;200;6745c7ddc775afaf7466bbd4;true;true;true;true;;
678780ff59f103dce29e0438;По штрихкоду;;LK280477579CN;2024-04-05;1;0;2117;;318;6745c7ddc775afaf7466bbdb;true;true;true;true;;
678780ff59f103dce29e0423;По штрихкоду;;LK267944841CN;2024-04-05;1;0;645;;97;6745c7ddc775afaf7466bbdb;true;true;true;true;;
678780ff59f103dce29e0439;По штрихкоду;;;2024-04-05;1;0;3000;;300;6745c7ddc775afaf7466bbcb;true;true;true;true;;
678780ff59f103dce29e0439;По штрихкоду;;;2024-04-05;1;0;8421;;842;6745c7ddc775afaf7466bbcb;true;true;true;true;;
678780ff59f103dce29e0439;По штрихкоду;;;2024-04-05;1;0;7190;;719;6745c7ddc775afaf7466bbcb;true;true;true;true;;
678780ff59f103dce29e0439;По штрихкоду;;;2024-04-05;1;0;14990;;1499;6745c7ddc775afaf7466bbdf;true;true;true;true;;
678780ff59f103dce29e043a;По штрихкоду;;;2024-04-05;1;0;1856;;186;6745c7ddc775afaf7466bbcf;true;true;true;true;;
678780ff59f103dce29e043b;По штрихкоду;;;2024-04-05;1;0;35500;;3550;6745c7ddc775afaf7466bbd2;true;true;true;true;;
678780ff59f103dce29e043c;Плюшевая пряжа;https://www.wildberries.ru/catalog/197196906/detail.aspx?targetUrl=SN;;2024-04-09;6;247;255;;1760;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e043c;Пряжа для вязания;https://www.wildberries.ru/catalog/147326603/detail.aspx?targetUrl=SN;;2024-04-08;1;262;271;;312;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e043c;Ершик для унитаза;https://www.wildberries.ru/catalog/139683123/detail.aspx?targetUrl=SN;;2024-04-08;1;239;419;;482;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e043c;Фольга пищевая;https://www.wildberries.ru/catalog/203149243/detail.aspx?targetUrl=SN;;2024-04-09;1;275;284;;327;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e043c;Перчатки  нитриловые;https://www.wildberries.ru/catalog/120772986/detail.aspx?targetUrl=SN;;2024-04-08;1;259;268;;308;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e043c;Чистящее средство;https://www.wildberries.ru/catalog/17694283/detail.aspx?targetUrl=SN;;2024-04-08;1;238;246;;283;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e043c;Шумовка паутинка;https://www.wildberries.ru/catalog/172163840/detail.aspx?targetUrl=SN;;2024-04-09;1;239;247;;284;6745c7ddc775afaf7466bbd6;true;true;true;true;;
678780ff59f103dce29e043c;Мягкая игрушка Гусь;https://www.wildberries.ru/catalog/139248140/detail.aspx?targetUrl=SN;;2024-04-10;1;494;510;;587;6745c7ddc775afaf7466bbd6;true;true;true;true;;
